movie,component1,component2,component3
In Bruges,-0.340900752,-0.774431332,0.189115741
The Man from Earth,0.273495017,0.282357545,-0.19140274
Letters from Iwo Jima,-0.47961308,-0.010562822,0.765731432
The Fall,-0.310202803,-0.174515017,0.209036633
Life of Pi,-0.449034301,0.614084492,-0.430316929
Fantastic Mr. Fox,-0.991285939,1.100611967,-0.299901904
C.R.A.Z.Y.,0.639103185,0.099860862,-0.631293145
The Chorus,0.867179227,0.064467269,-0.734708038
Iron Man,-0.892675997,1.04736357,0.565431546
Shaun of the Dead,-0.601986712,-0.287149666,0.035150047
Head-On,0.419680165,-0.666026392,-0.247153105
Mystic River,-0.207443411,-0.970366427,0.463047115
Harry Potter and the Prisoner of Azkaban,-0.939508329,0.980443806,0.019661795
Hero,0.073022478,1.13490614,0.646092263
Talk to Her,0.754520846,-0.668752049,0.241726684
No Man's Land,0.311638961,-0.704172895,-0.686485824
Cowboy Bebop: The Movie,-0.33600795,0.613868511,1.060888293
The Bourne Identity,-0.482820098,0.100888875,-0.086962569
Nine Queens,0.758048319,-0.893969008,0.944176314
Children of Men,-0.666558024,-0.491627931,0.150518272
Almost Famous,-0.590925337,-0.221442857,-0.245455005
Mulholland Drive,-0.20814947,-1.121372608,-0.032899623
Toy Story 2,-0.919820383,0.964672104,0.213424422
Boogie Nights,-0.278421539,-0.6693874,0.005855053
Whisper of the Heart,0.860496256,0.673610404,0.102863333
Once Were Warriors,0.316240162,-0.890742142,0.589268794
True Romance,-0.001109387,-1.044169543,-0.04504601
Three Colors: Blue,0.856731385,-0.737996395,-0.157571417
Ninja Scroll,0.466598675,1.391077422,0.814566303
Carlito's Way,-0.20935575,-1.077816325,0.683169186
Edward Scissorhands,-0.292035154,0.135785601,-0.757592044
My Left Foot,0.139871251,-0.734366547,-0.136576273
Crimes and Misdemeanors,-0.365808404,0.227445233,-0.668439671
The Untouchables,-0.199760242,-0.980539702,0.551968749
Hannah and Her Sisters,-0.392515091,0.222488388,-0.668563325
Brazil,-0.449042062,-0.687913583,-0.019200439
This Is Spinal Tap,-0.604355946,-0.138471985,0.159542385
A Christmas Story,-0.64368145,0.777177952,-0.189505574
The Blues Brothers,-0.878840325,0.398188052,0.828179901
Manhattan,-0.29314789,-0.507641126,-0.366327025
All That Jazz,-0.260083735,-0.755398154,0.043811811
Dawn of the Dead,-0.743006009,0.679708305,0.671515136
The Holy Mountain,0.004770939,-0.252439577,0.382550415
Amarcord,1.028459907,-0.421504034,-0.065986449
The Discreet Charm of the Bourgeoisie,0.484720225,0.566810157,-0.277500049
"Aguirre, the Wrath of God",0.732545,1.018322869,0.798271286
Harold and Maude,-0.251160316,0.325217142,-0.755631975
Patton,-0.194706322,-0.343606114,-1.05384633
The Wild Bunch,-0.947065871,0.052428671,0.908196137
Night of the Living Dead,-0.092255359,0.374022972,0.181854135
The Lion in Winter,-0.199323114,0.064711532,-0.655012116
In the Heat of the Night,-0.086919792,-0.344988978,0.054035611
Charade,-0.471483202,0.142848202,-0.694305049
The Manchurian Candidate,-0.38175401,-0.14392234,-0.264158566
Spartacus,-0.578709215,0.336925046,-0.539808814
L'Avventura,1.138251998,-0.0187667,-0.379112898
Hiroshima Mon Amour,1.206378455,0.271369311,-0.701758512
The Ten Commandments,-0.256826177,0.443842038,-0.179517618
The Searchers,-0.519424373,0.204102748,-0.153122011
East of Eden,-0.254240793,0.169430821,-0.420774423
High Noon,-0.348069243,-0.05256969,-0.128420559
Strangers on a Train,-0.49510536,0.153987818,0.163788176
Harvey,-0.135382968,0.124201409,-0.367302802
Miracle on 34th Street,0.087452976,0.363164035,-0.532476122
Notorious,0.17504314,0.020224289,-0.920198417
The Big Sleep,-0.186685412,0.140418188,0.401846237
The Lost Weekend,-0.010689429,0.060350899,-0.382661985
The Philadelphia Story,-0.134754916,0.565026824,-0.684068648
His Girl Friday,-0.030011234,0.147244658,-1.015762257
Bringing Up Baby,-0.525295021,0.593564649,-0.477868803
The Adventures of Robin Hood,-0.868875521,1.013430761,0.254481015
A Night at the Opera,-0.278696711,0.537493905,-0.278312945
King Kong,-0.788700693,0.73657187,0.132920309
Freaks,0.191398859,0.011416255,-0.786262145
Nosferatu,1.110774628,0.783030655,0.143770057
The Gentlemen,-0.715229437,-0.363045287,1.087334601
Raazi,1.615682989,0.596807808,0.701794793
The Salesman,0.343815485,0.038136029,-0.576914101
Perfect Strangers,1.032875442,0.287812358,-0.218251927
Hidden Figures,-0.2830212,0.032272886,-0.584937316
Paddington 2,-0.922536402,0.946985821,-0.230765223
Udta Punjab,1.324544423,0.32312756,0.886777817
Kubo and the Two Strings,-0.870196493,1.280588953,0.700046384
M.S. Dhoni: The Untold Story,1.696438395,0.469290234,-0.072636335
Manchester by the Sea,-0.313808769,-0.688223487,0.011754824
Land of Mine,0.372406837,-0.729302621,-0.151906235
Rogue One: A Star Wars Story,-0.967841573,0.978611188,0.513501076
Captain America: Civil War,-0.831521213,1.012403371,0.402242403
The Hateful Eight,-0.219391568,-1.132623952,0.303583624
Little Women,-0.267391334,0.051334822,-0.900901714
Loving Vincent,-0.633974885,0.257055416,0.038720979
Pride,-0.358903143,-0.756499421,-0.456168539
The Past,0.8641926,-0.027607748,-0.712246341
The Great Beauty,1.373714008,0.047784309,-0.125002117
The Lunchbox,0.627655417,0.262035754,-0.509481321
Vicky Donor,1.423388905,1.087045795,0.062288652
Big Hero 6,-0.924427079,1.204695866,0.639100552
About Time,0.15608068,-0.38091208,-0.066192049
English Vinglish,1.630941302,0.820268638,-0.074758964
The Wind Rises,-0.131906598,0.054308673,-1.026560932
Toy Story 4,-0.84117984,1.071292787,0.103499195
The Best Offer,0.508554283,-0.885572698,0.521680843
Moonrise Kingdom,-0.355866047,0.204377484,-0.8742119
How to Train Your Dragon 2,-0.925879901,1.203142553,0.635427688
The Big Short,-0.366295346,-0.594504758,-0.22969947
Confessions,1.502749973,0.448981147,0.347736727
I Saw the Devil,1.214285634,0.20202712,0.810720232
The Girl with the Dragon Tattoo,-0.125348595,-1.005442556,0.458930465
Captain Phillips,-0.793474541,0.47904224,0.223767385
The Man from Nowhere,0.488632416,-0.603302347,1.030916909
Straight Outta Compton,-0.271707557,-0.776144887,-0.189083868
Mother,0.858167114,-0.780767269,0.772140193
The Chaser,0.965373032,0.488028668,1.345592887
The Hobbit: The Desolation of Smaug,-0.837661445,0.87921777,0.010594454
The White Ribbon,0.93537639,-0.940972031,-0.13355283
The Girl with the Dragon Tattoo,0.464368604,-0.980780109,0.54760421
The Trial of the Chicago 7,-0.171040532,-0.774594503,0.085203649
The Fighter,-0.295166712,-0.752229602,-0.12681998
Taken,-0.660723047,0.277658634,-0.020593142
The Boy in the Striped Pajamas,-0.346994723,-0.013557969,-0.737996221
Once,0.323808371,-0.623462736,-0.19458501
The Hobbit: An Unexpected Journey,-0.825265304,0.885764665,0.018343986
The Edge of Heaven,0.858967757,0.050395287,-0.406665926
Atonement,-0.237213435,-0.989513324,-0.654159461
Drive,-0.274300731,-1.000158858,0.50544761
American Gangster,-0.380813574,-1.145061586,0.289984816
Avatar,-1.032400742,0.886144596,0.555026572
Mr. Nobody,-0.226534383,-0.837724525,-0.458059865
Apocalypto,-0.26072281,-0.118954562,0.722902637
Little Miss Sunshine,-0.351168923,-0.507891569,-0.104305904
Hot Fuzz,-0.132929835,-0.139731728,0.632900445
The Curious Case of Benjamin Button,-0.301436525,0.051491993,-1.051387813
Veer-Zaara,1.53979929,0.595636197,-0.028861718
Adam's Apples,0.821170099,-0.562970188,0.533575249
Pride & Prejudice,-0.261435302,-0.040410196,-0.838966288
The World's Fastest Indian,-0.249747632,0.080006862,-0.588736328
Tokyo Godfathers,-0.254415262,1.303358594,0.300491163
Serenity,-0.989945123,0.986318573,0.513838512
Walk the Line,-0.29453652,-0.089628023,-0.733574432
Evil,1.271871183,0.273842878,-0.048239436
The Notebook,-0.232934157,0.072796657,-0.733228546
The Motorcycle Diaries,-0.117259753,-0.614535174,0.111247392
Lilya 4-Ever,0.409356676,-0.86563644,0.439842781
The Triplets of Belleville,-0.480890061,0.146888204,-1.125573614
Joint Security Area,0.759726569,0.176714022,0.348338449
The Count of Monte Cristo,-0.713677566,0.495978006,-0.016748509
Waking Life,-0.358310035,-0.408269493,0.068651176
Remember the Titans,-0.229217382,0.09101549,-0.512686094
"Crouching Tiger, Hidden Dragon",-0.565059316,1.134969545,0.622939184
All About My Mother,0.763560617,-0.692006186,0.255733839
Cast Away,-0.515917702,0.393605534,-0.619159749
The Boondock Saints,-0.569253435,-0.605349612,1.45536133
The Insider,-0.244640143,-0.774210184,0.142750351
October Sky,-0.311352825,0.165936083,-0.543499601
Shrek,-0.923342329,1.216513498,0.063883867
Titanic,-0.263595889,-0.102835208,-1.068528091
Fireworks,1.25044425,0.169420299,0.281716575
Gattaca,-0.361675929,0.013051839,-0.265844681
The Game,-0.313405686,-0.638203656,0.448135512
Breaking the Waves,0.355584034,-0.814266677,-0.104237872
Ed Wood,-0.339250055,-0.576515451,-0.244393714
What's Eating Gilbert Grape,-0.312437016,0.069949744,-0.529078437
Tombstone,-0.376668298,-0.721104304,0.424514513
The Sandlot,-0.31650989,0.426886373,-0.528600396
The Remains of the Day,-0.345044267,-0.038431147,-1.12463001
Naked,0.571518846,0.277557865,-0.446547774
The Fugitive,-0.421828404,-0.148415274,0.3729927
A Bronx Tale,-0.154449416,-0.96468612,0.071722432
Batman: Mask of the Phantasm,-0.450392271,0.712694089,0.870892354
Hard Boiled,0.177352077,-0.305430824,1.552020574
Night on Earth,-0.204214775,-0.79565629,-0.734577082
The Double Life of Véronique,0.815074863,-0.666261701,-0.294021793
Boyz n the Hood,-0.210542606,-0.882670474,0.362478338
Misery,-0.266668522,-0.758103514,0.19011979
Awakenings,-0.332331639,-0.011781608,-0.66536016
Kiki's Delivery Service,-0.381681539,0.709141029,0.012440483
Glory,-0.291277975,-0.773118623,-0.217648887
The Killer,0.736866968,-0.44962692,1.229793857
Back to the Future Part II,-0.882483178,1.095444762,0.07308004
Mississippi Burning,-0.177497858,-0.901257217,0.28238451
Predator,-0.928098215,0.148513569,1.14824232
Evil Dead II,-0.715595508,0.066086676,0.642515022
Ferris Bueller's Day Off,-0.604441874,0.582030352,-0.421301935
Down by Law,-0.233280094,-0.854322918,-0.110437761
The Goonies,-0.868774128,0.968682596,0.066298886
The Color Purple,-0.319264826,0.065220291,-0.543063277
The Breakfast Club,-0.321483151,-0.487570292,-0.11464153
The Killing Fields,0.177768455,-0.81517706,-0.518783153
Ghostbusters,-0.727962148,0.910800649,0.269172363
The Right Stuff,-0.566791704,0.390118123,-0.414258122
The King of Comedy,-0.272743172,0.092720283,-0.163061832
E.T. the Extra-Terrestrial,-0.687102397,0.645549988,-0.022039404
Kramer vs. Kramer,-0.285898871,0.1517282,-0.406455173
Days of Heaven,-0.256218274,0.060478582,-0.70999136
The Outlaw Josey Wales,-0.585653323,0.43276254,0.060222556
The Man Who Would Be King,-0.912440747,0.768295337,-0.150119191
The Conversation,-0.271258936,-0.03065218,-0.155304239
The Day of the Jackal,0.358086689,-0.375630199,-0.329926514
Badlands,-0.404485643,-0.051027382,0.491822189
Cabaret,-0.254674947,0.037112401,-0.905810599
Willy Wonka & the Chocolate Factory,-0.572420747,0.353477128,-0.614174942
Midnight Cowboy,-0.259589734,-0.721002386,-0.075856926
Wait Until Dark,-0.087157885,0.379503863,0.174985979
Guess Who's Coming to Dinner,0.149294618,0.27756994,-0.469437971
Bonnie and Clyde,-0.61725457,-0.445212146,0.987680903
My Fair Lady,-0.271926375,0.100035777,-0.446173465
Mary Poppins,-0.624990393,0.710450255,-0.197698633
The Longest Day,-0.299317088,0.018194702,-0.445398789
Jules and Jim,0.837762206,-0.046932491,-1.058046731
The Innocents,0.354208959,0.502331832,-0.001788859
Breathless,1.069439545,-0.115775825,-0.270758738
Red River,-0.403053091,0.435026806,0.340341641
Key Largo,0.340629511,0.040063233,0.426126608
To Have and Have Not,-0.589420705,0.887674646,-0.291390618
Shadow of a Doubt,-0.5836952,0.430002218,0.07123973
Stagecoach,-0.535508955,0.143980423,-0.457099326
The Lady Vanishes,0.618400311,0.25541015,-0.16285302
The Bride of Frankenstein,0.059991455,0.129906756,-0.324323339
Duck Soup,-0.157317766,0.645430352,-0.257158478
Scarface,-0.344203652,0.076901542,0.342854933
Frankenstein,-0.311592291,-0.036965913,-0.399988845
Roma,0.274385074,-0.746899393,-0.072576052
Deadpool 2,-1.008300997,0.224439227,0.996178735
Wind River,-0.315420971,-1.043622809,0.389115152
Get Out,-0.481824147,-0.395364467,0.708286284
Mission: Impossible - Fallout,-0.955999616,0.583501583,0.106569401
A Man Called Ove,0.717408426,0.393974082,-0.621096663
What We Do in the Shadows,-0.089034194,-0.220796622,0.326476622
When Marnie Was There,0.781141458,0.805846767,0.082644055
The Theory of Everything,-0.341121312,-0.072107945,-1.170675218
Kingsman: The Secret Service,-1.022522911,0.306287893,0.776430034
The Fault in Our Stars,-0.274890045,0.050761806,-0.74302524
Me and Earl and the Dying Girl,-0.382586122,0.220965882,-0.638023542
Birdman or (The Unexpected Virtue of Ignorance),-0.384358791,-0.523708364,-0.103574927
Blue Is the Warmest Colour,0.511501967,-0.201010407,-0.910646289
Kai Po Che,1.602813892,0.511185548,0.022674356
The Broken Circle Breakdown,0.834349544,0.14547934,-0.551406367
Captain America: The Winter Soldier,-1.006159071,0.905778346,0.221453703
Rockstar,1.720459635,0.550103116,-0.003974967
Nebraska,-0.64998241,-0.275840681,0.161361891
Wreck-It Ralph,-0.897474014,1.222195247,0.074228932
The Little Prince,-0.440265055,0.531254704,-0.327877838
Detachment,0.226822569,0.111232289,-0.303104218
Midnight in Paris,-0.585839618,0.322166819,-0.939922066
The Lego Movie,-0.94383455,1.177213589,0.647514986
Gravity,-0.564322875,-0.102950523,-0.327895795
Star Trek Into Darkness,-1.001227013,0.970034828,0.501234143
Beasts of No Nation,0.180645123,0.070382753,-0.390425698
The Social Network,-0.412102989,-0.107596871,-0.942528398
X-Men: First Class,-1.130168164,0.689075229,0.109698363
The Hangover,-0.60332826,-0.176851433,0.24587063
Skyfall,-0.936713392,0.858461794,0.627333702
Silver Linings Playbook,-0.333009696,-0.530117105,-0.334099182
Argo,-0.440987844,-0.974076111,-0.136324761
500 Days of Summer,-0.347002697,0.137920883,-1.160681142
Harry Potter and the Deathly Hallows: Part 1,-0.962957691,0.906349745,-0.111452037
Ponyo,0.270035217,1.448328725,0.509350848
Frost/Nixon,-0.314433234,-0.950350747,-0.426251706
Paprika,0.335118747,-0.150564026,0.330567944
Changeling,-0.214084387,-0.963317517,0.254161373
Flipped,-0.238889438,0.320970452,-0.717274846
The Girl Who Leapt Through Time,0.508983744,1.474437982,0.598028639
Death Note,1.516241875,0.393650325,0.513115424
This Is England,0.673160208,-0.114715662,0.045290881
Ex Machina,0.097149771,-0.709019656,0.293699279
After the Wedding,0.408127358,-0.611586569,0.060629375
The Last King of Scotland,0.195452859,-0.902781982,-0.605998989
Zodiac,-0.212035768,-0.975065818,0.451487434
Lucky Number Slevin,-0.381547602,-0.854162312,0.75182102
Joyeux Noel,-0.187466802,-0.273768477,-1.285656728
Control,-0.247755085,-0.849305543,-0.312081496
Tangled,-0.888617529,1.179352607,-0.048827018
Black Book,0.264176369,-0.857561141,-0.035663914
Brokeback Mountain,-0.347850664,-0.818375698,-0.10042446
3:10 to Yuma,-0.325542584,-0.753413271,0.818574418
Crash,-0.221691737,-1.14911402,0.740095094
Kung Fu Hustle,-0.325737876,0.214828584,0.924487673
The Bourne Supremacy,-0.614441,0.238285507,0.319170592
The Machinist,-0.291088972,-1.042658915,0.125758775
Ray,-0.326746448,-0.035237289,-0.710109712
Lost in Translation,-0.242760138,-0.456461219,-0.364250216
Harry Potter and the Goblet of Fire,-1.007217214,0.828149635,-0.412392577
Man on Fire,-0.404727834,-0.913297141,0.882532883
Coraline,-0.381458445,0.405397212,-0.372941205
The Last Samurai,-0.217366276,-0.333720363,0.631438024
The Magdalene Sisters,0.163544648,-0.689968805,-0.014809384
Good Bye Lenin!,0.306924687,-0.524671218,-0.398549946
In America,-0.480199301,-0.114777135,-0.50956468
I Am Sam,-0.220154215,0.107251107,-0.495075149
Adaptation.,-0.366378445,-0.551694767,-0.141266576
Black Hawk Down,-0.393509227,-0.774298768,-0.218641006
Road to Perdition,-0.213185449,-0.987573778,0.561007698
The Experiment,0.353222739,-0.753294042,0.17399591
Billy Elliot,0.288770075,-0.753179327,-0.169308316
Hedwig and the Angry Inch,-0.341207603,-0.570812011,-0.300450313
Ocean's Eleven,-0.51925274,0.041279919,0.356978199
Vampire Hunter D: Bloodlust,-0.056630837,0.304740123,1.032427341
"O Brother, Where Art Thou?",-0.827343255,0.572315065,0.000713495
Interstate 60: Episodes of the Road,-0.43101031,-0.094304039,0.105758137
"South Park: Bigger, Longer & Uncut",-0.68232722,0.138884143,0.29748506
Office Space,-0.599071524,-0.116779929,0.237308804
Happiness,-0.270792929,0.077981861,-0.488330944
Training Day,-0.236113232,-1.132614041,0.687927791
Rushmore,-0.38283151,-0.733826955,-0.549358523
Open Your Eyes,0.955408896,-0.687910469,0.402191888
Being John Malkovich,-0.414601412,-0.448210641,-0.124859682
As Good as It Gets,-0.33510284,0.216673064,-0.881544889
The Fifth Element,-0.962293625,0.774505506,0.157570103
Le Dîner de Cons,0.432781102,0.651616616,-0.469965755
Donnie Brasco,-0.156496774,-0.952712613,0.269753946
Shine,0.193061769,0.040165967,-0.621609317
Primal Fear,-0.182835032,-1.045872219,0.576503027
Hamlet,-0.247422945,0.068640208,-0.564735051
A Little Princess,-0.303795451,0.101504568,-0.684231053
Fallen Angels,0.811400655,0.211442383,0.181042001
Il Postino,0.744599169,0.10217154,-0.554353488
Clerks,-0.603983509,-0.117591053,0.230661972
Short Cuts,-0.350375206,-0.512592033,-0.128605762
Philadelphia,-0.314321729,0.07090631,-0.528540764
The Muppet Christmas Carol,-0.393872497,0.210947254,-0.591598728
Malcolm X,-0.269793391,0.032498519,-0.681647512
The Last of the Mohicans,-0.629544169,-0.234064642,0.307981327
Porco Rosso,0.210713498,1.598229858,0.464316443
Glengarry Glen Ross,-0.216455406,-0.969217336,0.428152931
A Few Good Men,-0.257019834,-0.815423494,-0.088313549
Fried Green Tomatoes,-0.30430918,0.074031027,-0.532040867
Barton Fink,-0.427977891,-0.657573955,-0.015122396
Miller's Crossing,-0.176970764,-1.046881593,0.488899891
Who Framed Roger Rabbit,-0.924048216,1.217714384,0.0400997
The Vanishing,0.786266644,0.284283508,-0.019427594
Withnail & I,0.097648432,-0.516827522,-0.142277252
The Last Emperor,0.335977797,-0.066269878,-0.821401464
Empire of the Sun,-0.291080635,0.368391028,0.071948927
The Name of the Rose,0.610322706,-1.148928036,0.148015287
Blue Velvet,-0.261531926,-0.84018851,0.255239175
The Purple Rose of Cairo,-0.603258946,0.751836059,-0.414674634
After Hours,-0.320819997,-0.73798567,0.218853844
Zelig,-0.435794281,0.722867044,-0.24973081
The Verdict,-0.290114027,-0.664062971,-0.013887682
Star Trek II: The Wrath of Khan,-0.948259198,1.064553909,0.607665366
First Blood,-0.859311078,0.227565711,0.943809325
Ordinary People,-0.311892021,-0.672213233,-0.021923467
Airplane!,-0.633175096,0.687149305,-0.184038027
Lupin the 3rd: Castle of Cagliostro,-0.192550504,1.286739833,-0.032376641
Halloween,-0.579692954,-0.393436105,0.520334431
The Tenant,-0.181989967,-0.922698624,-0.250340935
Love and Death,-0.638467089,0.669464219,-0.268726195
The Taking of Pelham One Two Three,-0.610221131,-0.559704188,1.437452959
Blazing Saddles,-0.608859875,-0.163627112,0.085103405
Serpico,-0.24112673,-1.188161532,0.213187377
Enter the Dragon,-0.347585673,-0.758694132,0.83849812
Deliverance,-0.530335817,-0.410143767,0.321773969
The French Connection,-0.37384222,-0.819952332,0.478768878
Dirty Harry,-0.619385401,-0.473440563,1.303331649
Where Eagles Dare,-0.274671479,0.805479007,0.414196623
The Odd Couple,-0.584009636,0.540157607,-0.172607917
The Dirty Dozen,-0.551267393,0.651628136,0.120999916
Belle de Jour,1.021047783,-0.69684973,-0.302821721
A Man for All Seasons,0.174583061,-0.275506827,-0.778335272
Repulsion,0.59880098,0.012009513,-0.164359324
Zulu,0.645898252,0.088455672,-0.500561143
Goldfinger,-0.498679653,0.836416329,0.838589326
The Birds,-0.347644857,-0.022158166,-0.493561387
Cape Fear,-0.210485244,-0.1348537,-0.231981901
Peeping Tom,0.809172333,0.105324349,-0.102653406
The Magnificent Seven,-0.862265879,0.710849306,0.664218103
Eyes Without a Face,1.267076102,0.08976167,-0.586685268
Invasion of the Body Snatchers,-0.324027941,-0.035758118,-0.339824644
Rebel Without a Cause,-0.367763919,0.061250887,-0.580908642
The Ladykillers,0.330626468,0.437164335,0.219765529
Sabrina,-0.230672598,0.057962095,-1.065676162
The Quiet Man,-0.062106487,0.193245422,-0.73534305
The Day the Earth Stood Still,0.018688417,0.148851418,-0.559051425
The African Queen,-0.620460383,0.378353693,-0.73273751
Gilda,-0.036630566,-0.197233201,-0.891922362
Fantasia,-0.647501476,0.731669629,-0.043009132
The Invisible Man,-0.563793139,0.363151064,0.021351505
Dark Waters,-0.323487443,-0.074988299,-0.699916771
Searching,-0.295934949,-0.121538234,-0.251703038
Once Upon a Time... In Hollywood,-0.507831034,-0.798530878,-0.239113164
Loveless,0.805380403,-0.656502625,0.06734161
The Florida Project,-0.381427249,-0.800871333,0.120784266
Just Mercy,-0.277927481,-0.247028732,-0.283909157
Gifted,-0.306344712,0.068561729,-0.508655799
The Peanut Butter Falcon,-0.62458556,0.571745194,-0.480133424
Victoria,0.82733046,-0.265879137,-0.106965819
Mustang,0.786051219,0.109435949,-0.409523355
Guardians of the Galaxy Vol. 2,-0.9958865,1.091046032,0.314400406
Baby Driver,-0.472689579,-0.833501047,0.734331668
Only the Brave,-0.449905784,0.113762082,-0.212374923
Bridge of Spies,-0.135566927,-0.104514596,-0.533642923
Incredibles 2,-0.965796084,1.186765297,0.625872268
Moana,-0.934365673,1.144887635,-0.221397971
Sicario,-0.400817563,-0.887053727,0.979393279
Creed,-0.401561912,-0.065825484,-0.422663439
Leviathan,0.726153035,-0.720165234,0.598452649
Hell or High Water,-0.367986643,-0.770044485,0.806434748
Philomena,-0.436109015,-0.03381795,-0.998029102
Dawn of the Planet of the Apes,-0.824077021,0.460370691,0.006886315
The Body,0.718433714,0.300740296,0.741496933
The Raid: Redemption,-0.135509488,-0.23831392,1.030324405
End of Watch,-0.369399997,-0.857513044,0.93566004
The Secret World of Arrietty,0.303584403,1.38385768,0.605492088
A Star Is Born,-0.27800623,-0.717755762,-0.276554775
True Grit,-0.372418266,0.048072788,-0.52535856
In a Better World,0.377757025,-0.640013033,-0.109998422
Despicable Me,-0.532067966,0.536061208,0.136226933
50/50,-0.318622612,-0.52238521,-0.339471616
Kick-Ass,-0.758394661,-0.260621545,0.970616232
Celda 211,0.077863654,0.524481017,1.135757609
Moneyball,-0.392263195,-0.044353808,-0.676350728
The Skin I Live In,0.682748285,-0.685545117,0.602714539
Zombieland,-0.945163576,0.125022176,0.23350322
The Wave,1.448106257,0.070394404,-0.089840065
Sherlock Holmes,-0.986464248,0.693550856,0.149171353
The Blind Side,-0.311572552,-0.008918807,-0.654797886
The Visitor,-0.376698587,-0.012788212,-0.813257657
Seven Pounds,-0.306528612,-0.016201799,-0.378403951
Eastern Promises,-0.467359053,-0.84755034,0.721641488
Stardust,-0.976955366,0.903442968,-0.123635965
The Secret of Kells,-0.289526068,0.890057276,0.014323659
Inside Man,-0.270809807,-1.085389985,0.565102209
Gone Baby Gone,-0.210680093,-0.970031983,0.447588955
La Vie En Rose,0.22507597,-0.1677788,-1.128517291
Fearless,-0.385984723,0.225886584,-0.076188349
The Illusionist,-0.341600545,0.060093197,-0.458325703
Thank You for Smoking,-0.357054284,-0.506894945,-0.111807747
Dead Man's Shoes,0.741485129,-0.184085608,0.250240932
Harry Potter and the Half-Blood Prince,-1.04875046,1.035448854,0.449414474
300,-0.405356966,-0.532541012,0.494528104
Match Point,-0.259744534,-0.960219144,-0.269511593
Watchmen,-0.342520763,-0.595795043,0.541043496
Lord of War,-0.247068502,-1.128426664,0.366510016
Saw,-0.482778567,-0.342647258,0.457997071
"Synecdoche, New York",-0.270623816,-0.709989698,-0.108911951
Mysterious Skin,-0.205015954,-0.074771974,-0.339931985
Love Me If You Dare,0.845298951,-0.457067126,-0.526414184
A Very Long Engagement,0.295081527,-0.85794367,-0.541257244
The Station Agent,-0.422839161,-0.62357561,-0.006141684
21 Grams,-0.22457999,-0.991497263,0.558346578
Sympathy for Mr. Vengeance,0.856690257,-0.792515821,0.890452389
Finding Neverland,-0.440018058,0.096960481,-0.62477587
25th Hour,-0.286898102,-0.667054484,0.008576094
The Butterfly Effect,-0.30283922,-0.710634721,0.309737475
28 Days Later...,0.038504267,-0.717041659,0.215432565
Battle Royale,0.931432313,0.951331274,0.679546904
The Royal Tenenbaums,-0.349304341,-0.577820977,-0.173712598
Y Tu Mamá También,0.614258881,-0.595127832,0.392011718
Harry Potter and the Sorcerer's Stone,-0.951922623,0.98274746,0.01899868
The Others,-0.518040328,0.038703128,-0.170474295
Blow,-0.20996724,-0.968110066,0.272078412
Enemy at the Gates,-0.218531075,-0.970079213,-0.515603233
Minority Report,-0.629556996,0.261266342,0.687655279
The Hurricane,-0.311073635,-0.755684607,-0.147438171
American Psycho,-0.369569879,-0.859936737,0.420630716
Run Lola Run,0.424541914,-0.91001393,0.607733022
The Thin Red Line,-0.234650403,-0.615774593,0.027498379
Mulan,-0.824172055,1.02610493,0.20394862
Fear and Loathing in Las Vegas,-0.526385334,-0.125000097,0.061254087
Funny Games,1.263611311,-0.197210361,0.006420556
Dark City,-0.037379406,-0.332265808,0.793567371
Sleepers,-0.175459364,-0.97010439,0.566252828
Lost Highway,-0.390247921,-0.549910741,0.486397601
Sense and Sensibility,-0.391659026,-0.006568979,-1.009373828
Die Hard with a Vengeance,-0.855203661,0.074945842,1.023881536
Dead Man,-0.450544064,-0.197408269,0.228915453
The Bridges of Madison County,-0.290146688,0.050447108,-0.770874785
Apollo 13,-0.550725775,0.456042348,-0.326481737
Three Colors: White,0.31513925,-0.637413153,-0.715566994
Falling Down,-0.331342281,-1.023873398,0.738769559
Dazed and Confused,-0.638003821,-0.131109582,0.218380157
My Cousin Vinny,-0.549207915,-0.344623832,0.584743107
Only Yesterday,0.784489611,0.680120782,-0.162821149
Delicatessen,0.536590509,-0.297296497,0.422376658
Home Alone,-0.64850449,0.786702796,-0.190905534
The Godfather: Part III,-0.18189794,-1.027754794,0.169639835
When Harry Met Sally...,-0.330412076,-0.519850313,-0.364777114
The Little Mermaid,-0.652711955,0.659290197,-0.281802801
The Naked Gun: From the Files of Police Squad!,-0.616419638,0.378735612,0.040610098
"Planes, Trains & Automobiles",-0.361173221,-0.50286026,-0.130638245
Lethal Weapon,-0.586831654,-0.462537692,1.33056124
The Fly,-0.516863679,-0.715288059,-0.011837167
Indiana Jones and the Temple of Doom,-0.721800344,1.129505944,0.58646404
Blood Simple,-0.299606413,-1.103806583,0.647964409
On Golden Pond,-0.295029524,0.150138447,-0.40911865
Mad Max 2: The Road Warrior,-0.9959793,0.240584688,1.004993882
The Warriors,-0.576117927,-0.454819761,1.323315336
The Muppet Movie,-0.933017655,0.931933148,-0.110464398
Escape from Alcatraz,-0.636008429,0.358919097,0.600149078
Watership Down,-0.104577806,0.725655922,-0.17108481
Midnight Express,-0.310046771,-1.077412453,-0.143537483
Close Encounters of the Third Kind,-0.411526336,0.026557175,-0.57580622
Robin Hood,-0.819961312,1.101978961,0.071101529
The Long Goodbye,-0.376510061,-0.845319559,0.32323919
Duck You Sucker,0.73269415,0.115699062,-0.20616291
